id,quantity,size,sugar_level,ice_level,toppings,item_price,order_id,menu_item_id
175649,1,Large,50%,Less Ice,"[""Grass Jelly"",""Popping Boba""]",8.00,88189,18
175650,1,Small,50%,No Ice,"[]",4.00,88189,24
175651,1,Regular,75%,No Ice,"[]",6.50,88190,21
175652,1,Small,0%,No Ice,"[""Boba"",""Red Bean""]",6.00,88191,23
175653,1,Large,25%,Regular,"[""Aloe Vera""]",7.50,88191,22
175654,1,Large,50%,Extra Ice,"[""Lychee Jelly"",""Red Bean""]",5.00,88192,13
175655,1,Small,50%,Regular,"[""Red Bean"",""Grass Jelly""]",6.50,88193,2
175656,1,Regular,50%,Extra Ice,"[""Aloe Vera"",""Grass Jelly""]",5.50,88193,24
175657,1,Small,75%,No Ice,"[]",5.00,88193,1
175658,1,Regular,75%,Regular,"[]",5.50,88194,5
175659,1,Large,25%,Less Ice,"[""Lychee Jelly""]",6.50,88194,16
175660,1,Regular,100%,Less Ice,"[]",6.50,88195,18
175661,1,Small,50%,Regular,"[""Lychee Jelly""]",6.75,88195,19
175662,1,Large,75%,Regular,"[""Lychee Jelly"",""Boba""]",7.00,88195,6
175663,1,Large,100%,Regular,"[""Grass Jelly""]",7.75,88196,19
175664,1,Small,75%,Less Ice,"[""Red Bean"",""Popping Boba""]",5.00,88197,12
175665,1,Large,25%,No Ice,"[]",6.00,88198,1
175666,1,Regular,0%,Extra Ice,"[""Popping Boba"",""Lychee Jelly""]",4.50,88198,13
175667,1,Large,100%,No Ice,"[""Aloe Vera""]",6.75,88199,8
175668,1,Large,75%,Regular,"[]",6.25,88200,4
175669,1,Regular,100%,Extra Ice,"[]",4.50,88200,24
175670,1,Small,25%,No Ice,"[]",3.50,88201,14
175671,1,Small,25%,Regular,"[""Aloe Vera"",""Grass Jelly""]",6.25,88202,17
175672,1,Small,50%,Less Ice,"[]",5.25,88202,7
175673,1,Regular,25%,No Ice,"[""Lychee Jelly""]",6.50,88202,2
175674,1,Large,25%,Extra Ice,"[""Lychee Jelly"",""Red Bean""]",7.00,88203,16
175675,1,Large,75%,Extra Ice,"[""Popping Boba""]",6.75,88203,8
175676,1,Large,0%,No Ice,"[""Aloe Vera""]",6.50,88204,5
175677,1,Large,100%,Less Ice,"[""Red Bean""]",6.75,88205,4
175678,1,Regular,75%,Extra Ice,"[]",5.50,88205,16
175679,1,Large,50%,Extra Ice,"[]",6.25,88205,17
175680,1,Small,75%,Extra Ice,"[""Lychee Jelly""]",5.50,88206,6
175681,1,Large,50%,Regular,"[""Popping Boba"",""Lychee Jelly""]",8.00,88206,10
175682,1,Regular,0%,No Ice,"[]",5.75,88207,4
175683,1,Regular,25%,No Ice,"[]",5.50,88207,16
175684,1,Small,100%,Extra Ice,"[""Lychee Jelly"",""Boba""]",6.25,88207,17
175685,1,Large,25%,Less Ice,"[""Aloe Vera"",""Grass Jelly""]",8.00,88208,20
175686,1,Small,0%,Extra Ice,"[""Boba""]",6.75,88208,19
175687,1,Small,50%,Less Ice,"[""Aloe Vera""]",6.50,88209,18
175688,1,Small,50%,Less Ice,"[]",3.50,88209,14
175689,1,Small,0%,Less Ice,"[""Red Bean""]",6.00,88209,2
175690,1,Regular,75%,Regular,"[""Boba"",""Aloe Vera""]",7.00,88210,2
175691,1,Large,75%,Less Ice,"[""Lychee Jelly""]",7.75,88211,19
175692,1,Small,75%,No Ice,"[""Grass Jelly""]",5.75,88211,4
175693,1,Regular,100%,Regular,"[""Popping Boba""]",5.00,88212,24
175694,1,Regular,50%,Extra Ice,"[""Popping Boba""]",6.00,88213,5
175695,1,Regular,0%,Extra Ice,"[""Aloe Vera""]",7.00,88213,9
175696,1,Regular,100%,Extra Ice,"[]",6.50,88214,18
175697,1,Regular,0%,Regular,"[]",6.50,88215,10
175698,1,Regular,50%,Regular,"[]",5.75,88215,7
175699,1,Small,25%,Less Ice,"[""Lychee Jelly""]",4.00,88215,14
175700,1,Large,50%,Less Ice,"[""Lychee Jelly"",""Grass Jelly""]",6.00,88216,12
175701,1,Small,100%,Regular,"[""Grass Jelly"",""Red Bean""]",7.25,88216,19
175702,1,Small,50%,No Ice,"[""Boba"",""Aloe Vera""]",6.00,88217,1
175703,1,Small,25%,Regular,"[""Grass Jelly""]",5.50,88217,23
175704,1,Regular,25%,No Ice,"[]",5.50,88217,5
175705,1,Regular,25%,Regular,"[]",3.50,88218,13
175706,1,Small,100%,Extra Ice,"[]",5.50,88218,2
175707,1,Small,50%,Extra Ice,"[]",5.00,88219,6
175708,1,Small,100%,Less Ice,"[""Aloe Vera""]",6.00,88219,2
175709,1,Large,100%,Less Ice,"[""Grass Jelly"",""Aloe Vera""]",7.00,88219,6
175710,1,Large,50%,Extra Ice,"[""Popping Boba"",""Boba""]",6.00,88220,24
175711,1,Large,50%,No Ice,"[""Lychee Jelly"",""Aloe Vera""]",8.00,88220,9
175712,1,Small,50%,Extra Ice,"[""Lychee Jelly"",""Popping Boba""]",6.00,88220,5
175713,1,Large,75%,Less Ice,"[]",7.00,88221,18
175714,1,Small,100%,Regular,"[""Lychee Jelly"",""Red Bean""]",7.50,88221,11
175715,1,Small,25%,Extra Ice,"[""Red Bean"",""Lychee Jelly""]",6.00,88221,15
175716,1,Small,75%,Regular,"[""Lychee Jelly""]",5.75,88222,17
175717,1,Large,75%,Regular,"[""Aloe Vera""]",7.75,88222,19
175718,1,Large,0%,Less Ice,"[""Lychee Jelly""]",4.50,88222,13
175719,1,Small,75%,Regular,"[""Red Bean"",""Popping Boba""]",6.00,88223,6
175720,1,Large,75%,Regular,"[""Aloe Vera""]",7.50,88223,9
175721,1,Large,100%,Less Ice,"[""Grass Jelly"",""Red Bean""]",7.50,88223,2
175722,1,Small,50%,Regular,"[]",6.00,88224,3
175723,1,Regular,50%,Extra Ice,"[""Boba""]",7.00,88224,22
175724,1,Small,100%,No Ice,"[]",6.00,88224,3
175725,1,Regular,0%,No Ice,"[""Popping Boba""]",6.50,88225,2
175726,1,Regular,100%,No Ice,"[]",7.00,88225,11
175727,1,Small,25%,Regular,"[""Red Bean""]",4.50,88226,12
175728,1,Small,25%,Extra Ice,"[""Boba""]",6.50,88226,3
175729,1,Large,100%,Extra Ice,"[]",5.00,88226,12
175730,1,Large,0%,Extra Ice,"[""Aloe Vera""]",8.00,88227,11
175731,1,Small,0%,Less Ice,"[""Popping Boba""]",5.50,88228,23
175732,1,Regular,25%,Extra Ice,"[""Boba"",""Red Bean""]",6.75,88229,7
175733,1,Regular,100%,Extra Ice,"[""Boba"",""Popping Boba""]",6.50,88229,1
175734,1,Regular,0%,Less Ice,"[""Red Bean"",""Boba""]",6.50,88230,5
175735,1,Regular,100%,Regular,"[""Aloe Vera"",""Red Bean""]",6.50,88230,16
175736,1,Regular,100%,Regular,"[""Lychee Jelly""]",4.00,88231,13
175737,1,Regular,25%,Extra Ice,"[""Aloe Vera"",""Boba""]",7.50,88232,22
175738,1,Regular,25%,Regular,"[""Lychee Jelly""]",5.00,88233,12
175739,1,Regular,0%,Extra Ice,"[""Lychee Jelly"",""Popping Boba""]",5.50,88234,24
175740,1,Small,25%,Extra Ice,"[""Boba""]",5.75,88234,17
175741,1,Large,50%,Regular,"[]",7.00,88235,3
175742,1,Large,50%,Less Ice,"[""Lychee Jelly"",""Red Bean""]",8.00,88235,18
175743,1,Regular,50%,Less Ice,"[""Lychee Jelly""]",6.00,88235,15
175744,1,Regular,25%,Regular,"[""Popping Boba""]",7.00,88236,22
175745,1,Regular,0%,No Ice,"[]",5.75,88236,4
175746,1,Large,50%,Extra Ice,"[""Popping Boba"",""Lychee Jelly""]",7.25,88236,4
175747,1,Small,25%,Less Ice,"[""Aloe Vera""]",6.50,88237,20
175748,1,Large,75%,Extra Ice,"[""Aloe Vera""]",7.50,88238,22
175749,1,Regular,25%,Regular,"[]",4.50,88238,24
175750,1,Regular,50%,No Ice,"[]",6.50,88239,20
175751,1,Regular,25%,Less Ice,"[""Red Bean""]",4.50,88239,14
175752,1,Small,25%,Less Ice,"[""Lychee Jelly""]",6.50,88240,3
175753,1,Large,50%,Less Ice,"[]",7.00,88240,10
175754,1,Large,0%,Less Ice,"[""Grass Jelly""]",6.50,88241,23
175755,1,Large,0%,Less Ice,"[""Boba"",""Popping Boba""]",7.00,88241,6
175756,1,Large,25%,Less Ice,"[""Aloe Vera""]",5.00,88241,14
175757,1,Regular,25%,Less Ice,"[]",5.50,88242,23
175758,1,Regular,100%,Regular,"[""Popping Boba"",""Boba""]",6.75,88243,17
175759,1,Small,50%,Regular,"[""Grass Jelly"",""Popping Boba""]",7.25,88243,19
175760,1,Regular,75%,Regular,"[""Red Bean"",""Grass Jelly""]",6.75,88243,4
175761,1,Regular,25%,Less Ice,"[""Lychee Jelly""]",6.25,88244,8
175762,1,Regular,25%,Extra Ice,"[""Popping Boba""]",7.00,88244,22
175763,1,Regular,75%,No Ice,"[""Popping Boba"",""Aloe Vera""]",7.50,88244,18
175764,1,Large,50%,Regular,"[""Red Bean""]",6.75,88245,17
175765,1,Small,50%,No Ice,"[""Grass Jelly"",""Lychee Jelly""]",6.00,88245,5
175766,1,Large,50%,Less Ice,"[]",7.00,88245,9
175767,1,Small,0%,Regular,"[]",5.00,88246,15
175768,1,Large,0%,Regular,"[""Red Bean""]",7.50,88246,22
175769,1,Regular,0%,Less Ice,"[""Grass Jelly""]",5.00,88246,24
175770,1,Regular,75%,Less Ice,"[""Boba"",""Lychee Jelly""]",6.75,88247,7
175771,1,Regular,50%,No Ice,"[""Grass Jelly""]",7.00,88248,18
175772,1,Small,0%,Extra Ice,"[""Popping Boba""]",4.00,88248,14
175773,1,Large,100%,No Ice,"[""Grass Jelly""]",7.50,88248,22
175774,1,Regular,75%,No Ice,"[]",5.75,88249,8
175775,1,Regular,25%,Less Ice,"[""Popping Boba""]",5.00,88250,12
175776,1,Regular,50%,Regular,"[""Popping Boba""]",6.50,88250,2
175777,1,Regular,25%,Extra Ice,"[""Red Bean"",""Popping Boba""]",7.00,88251,2
175778,1,Regular,75%,Extra Ice,"[""Lychee Jelly"",""Popping Boba""]",7.50,88252,10
175779,1,Large,50%,Extra Ice,"[]",7.50,88252,11
175780,1,Small,75%,Regular,"[]",4.00,88252,12
175781,1,Regular,0%,Regular,"[]",4.50,88253,24
175782,1,Large,100%,Less Ice,"[]",4.50,88253,14
175783,1,Small,0%,No Ice,"[""Popping Boba""]",4.00,88253,14
175784,1,Regular,75%,No Ice,"[]",6.50,88254,9
175785,1,Regular,0%,Less Ice,"[]",5.75,88255,17
175786,1,Regular,50%,Extra Ice,"[]",5.75,88255,7
175787,1,Large,25%,Extra Ice,"[]",7.00,88255,3
175788,1,Regular,50%,Regular,"[""Popping Boba"",""Red Bean""]",7.75,88256,19
175789,1,Small,75%,Regular,"[]",4.00,88256,12
175790,1,Small,0%,No Ice,"[""Boba""]",5.75,88256,4
175791,1,Regular,25%,Less Ice,"[""Grass Jelly""]",7.00,88257,18
175792,1,Small,50%,Extra Ice,"[""Lychee Jelly""]",5.50,88258,1
175793,1,Regular,0%,No Ice,"[""Popping Boba""]",6.00,88258,5
175794,1,Large,50%,Extra Ice,"[""Red Bean""]",5.50,88259,12
175795,1,Large,75%,Regular,"[]",4.50,88259,14
175796,1,Small,25%,No Ice,"[]",5.00,88260,15
175797,1,Large,100%,No Ice,"[""Popping Boba"",""Grass Jelly""]",8.00,88260,3
175798,1,Small,75%,Less Ice,"[""Aloe Vera"",""Grass Jelly""]",6.00,88260,23
175799,1,Small,0%,No Ice,"[]",5.25,88261,8
175800,1,Small,100%,Regular,"[]",6.00,88261,3
175801,1,Small,0%,No Ice,"[]",6.00,88262,9
175802,1,Large,0%,Less Ice,"[""Grass Jelly"",""Popping Boba""]",7.00,88262,6
175803,1,Small,100%,Extra Ice,"[""Aloe Vera""]",5.75,88263,4
175804,1,Regular,50%,Less Ice,"[]",5.50,88263,16
175805,1,Regular,75%,Extra Ice,"[""Lychee Jelly""]",6.25,88263,7
175806,1,Large,75%,No Ice,"[]",4.00,88264,13
175807,1,Regular,100%,No Ice,"[]",5.50,88265,6
175808,1,Large,0%,Less Ice,"[]",6.00,88265,6
175809,1,Regular,0%,No Ice,"[]",5.50,88265,23
175810,1,Regular,50%,Regular,"[""Grass Jelly""]",6.00,88266,5
175811,1,Small,75%,Extra Ice,"[]",6.00,88267,21
175812,1,Small,100%,No Ice,"[]",6.00,88267,21
175813,1,Small,25%,Less Ice,"[""Popping Boba"",""Grass Jelly""]",6.00,88267,15
175814,1,Regular,100%,No Ice,"[""Boba""]",7.00,88268,21
175815,1,Regular,100%,Less Ice,"[""Lychee Jelly"",""Aloe Vera""]",7.50,88268,18
175816,1,Large,50%,Extra Ice,"[]",4.00,88269,13
175817,1,Large,25%,No Ice,"[""Popping Boba"",""Red Bean""]",5.50,88269,14
175818,1,Regular,75%,Regular,"[]",5.50,88270,1
175819,1,Regular,0%,Less Ice,"[]",4.50,88271,24
175820,1,Regular,75%,Regular,"[""Popping Boba""]",7.50,88272,11
175821,1,Regular,75%,No Ice,"[""Grass Jelly"",""Red Bean""]",4.50,88272,13
175822,1,Small,50%,No Ice,"[]",6.25,88273,19
175823,1,Large,100%,Less Ice,"[""Lychee Jelly"",""Popping Boba""]",7.00,88273,15
175824,1,Regular,0%,Less Ice,"[]",6.50,88273,20
175825,1,Large,25%,Extra Ice,"[""Lychee Jelly"",""Grass Jelly""]",8.00,88274,10
175826,1,Small,75%,Regular,"[""Red Bean""]",6.75,88274,19
175827,1,Regular,0%,No Ice,"[""Lychee Jelly""]",7.00,88274,21
175828,1,Large,50%,No Ice,"[]",7.00,88275,3
175829,1,Small,50%,Regular,"[""Boba""]",6.50,88276,3
175830,1,Small,50%,No Ice,"[]",6.00,88276,18
175831,1,Small,75%,Less Ice,"[]",6.00,88276,10
175832,1,Small,75%,No Ice,"[""Aloe Vera"",""Red Bean""]",7.00,88277,22
175833,1,Large,100%,Regular,"[]",6.00,88277,6
175834,1,Small,0%,Extra Ice,"[]",5.00,88278,5
175835,1,Small,50%,Extra Ice,"[""Grass Jelly""]",6.75,88278,19
175836,1,Small,50%,Less Ice,"[""Lychee Jelly""]",6.50,88278,3
175837,1,Large,50%,No Ice,"[""Grass Jelly"",""Lychee Jelly""]",8.00,88279,20
175838,1,Large,25%,Less Ice,"[""Aloe Vera"",""Lychee Jelly""]",8.00,88279,3
175839,1,Small,50%,Less Ice,"[]",5.00,88280,1
175840,1,Small,75%,Regular,"[""Boba""]",6.50,88281,20
175841,1,Small,50%,No Ice,"[]",6.00,88281,3
175842,1,Small,0%,Regular,"[""Lychee Jelly"",""Grass Jelly""]",6.50,88281,2
175843,1,Regular,75%,Regular,"[""Lychee Jelly"",""Boba""]",5.00,88282,14
175844,1,Regular,0%,Extra Ice,"[]",4.50,88282,12
175845,1,Small,0%,Extra Ice,"[""Grass Jelly"",""Lychee Jelly""]",6.25,88282,4
175846,1,Small,0%,No Ice,"[""Aloe Vera""]",5.50,88283,5
175847,1,Small,0%,Less Ice,"[""Boba""]",5.75,88284,17
175848,1,Small,50%,No Ice,"[""Popping Boba""]",5.50,88284,1
175849,1,Regular,100%,No Ice,"[""Red Bean""]",5.00,88284,12
175850,1,Large,75%,Regular,"[]",4.00,88285,13
175851,1,Regular,75%,Regular,"[""Lychee Jelly"",""Red Bean""]",7.75,88286,19
175852,1,Regular,75%,No Ice,"[""Popping Boba"",""Lychee Jelly""]",6.50,88287,15
175853,1,Regular,75%,Regular,"[""Red Bean""]",7.25,88287,19
175854,1,Small,100%,No Ice,"[""Aloe Vera""]",5.50,88288,6
175855,1,Large,25%,Regular,"[""Red Bean"",""Grass Jelly""]",7.00,88288,16
175856,1,Regular,25%,No Ice,"[]",6.50,88288,20
175857,1,Large,50%,Regular,"[""Aloe Vera"",""Popping Boba""]",7.25,88289,4
175858,1,Regular,0%,No Ice,"[""Red Bean"",""Boba""]",6.75,88290,17
175859,1,Large,75%,No Ice,"[""Aloe Vera"",""Popping Boba""]",8.00,88291,10
175860,1,Small,50%,Extra Ice,"[""Aloe Vera"",""Red Bean""]",6.00,88291,15
175861,1,Large,75%,No Ice,"[""Aloe Vera"",""Grass Jelly""]",8.00,88292,21
175862,1,Regular,75%,Less Ice,"[""Popping Boba""]",6.00,88292,6
175863,1,Small,75%,No Ice,"[""Popping Boba""]",6.50,88293,21
175864,1,Small,25%,Regular,"[]",6.00,88293,9
175865,1,Small,0%,No Ice,"[""Aloe Vera"",""Popping Boba""]",6.00,88294,6
175866,1,Large,50%,Regular,"[]",6.50,88294,2
175867,1,Small,25%,Extra Ice,"[""Boba""]",6.00,88295,2
175868,1,Small,100%,Extra Ice,"[""Popping Boba""]",5.50,88295,1
175869,1,Small,0%,Extra Ice,"[]",5.00,88295,5
175870,1,Regular,100%,No Ice,"[""Boba"",""Lychee Jelly""]",6.75,88296,7
175871,1,Small,0%,Regular,"[]",5.50,88297,2
175872,1,Regular,25%,Extra Ice,"[""Boba"",""Red Bean""]",5.00,88297,14
175873,1,Regular,75%,No Ice,"[]",4.50,88298,24
175874,1,Large,100%,Less Ice,"[""Popping Boba"",""Red Bean""]",7.00,88299,1
175875,1,Large,75%,Extra Ice,"[""Grass Jelly""]",6.50,88300,6
